COORDX;COORDY;TIPO_UNID;NOME;NUMERO;CNES;HORARIO_FU;MUNICIPIO;JURISDICAO;ORIG_FID;BAIRRO;COD_MUN;CEP;SITUACAO;ZONA;LOGRADOURO;DATA;TELEFONE;SIGLA;EMAIL;GESTAO;SIGLA_EXTE;TIPO_ESTAB;FONTE;Id
-40,338000116781;-20,3190006556817;"""""";HOSPITAL INFANTIL NOSSA SENHORA DA GLORIA;205;11800;;Vitória;Estadual;;SANTA LUCIA;320530;29027080;;;MARY UBIRAJARA;29/11/2019;27 31371804;;contabilidade@saude.es.gov.br;E;;006;;1128
-40,3164123762425;-20,2961534910225;"""""";UNIDADE BASICA DE SAUDE DE MARUIPE MICHEL MINASSA;20;11959;;Vitória;Municipal;;MARUIPE;320530;29043037;;;RUA VICTOR FRITOLI NAVARRO;06/06/2019;(27)33826742;;ubsmaruipe@correio1.vitoria.es.gov.br;M;;001;;1129
-40,3183579322523;-20,1173432608674;"""""";ESF DE JARDIM CARAPINA;S/N;3467996;;Serra;Municipal;;JARDIM CARAPINA;320500;29161738;;;R CASTELO;19/08/2019;(27) 33318-8932;;"""""";M;;016;;1130
-40,3891717635637;-20,3125757550597;"""""";US SANTANA;S/N;3464059;;Cariacica;Municipal;;SANTANA;320130;29154310;;;RUA ROSA DE OURO;03/09/2019;27 33466553;;"""""";M;;001;;1131
-40,5170844178937;-18,0942930731514;"""""";UNIDADE DE VIGILANCIA SANITARIA;S/N;3934004;;Mucurici;Municipal;;CENTRO;320360;29880000;;;AV PRESIDENTE KENNEDY;12/09/2019;27-37511198;;avaniasinacio@hotmail.com;M;;021;;1132
-40,4131213225456;-20,3662460674704;"""""";PRONTO ATENDIMENTO MUNICIPAL VITTORIO SIAS;S/N;7329334;;Viana;Municipal;;ARLINDO VILLASCHI;320510;29136252;;;RUA 16;06/11/2019;33442482;;"""""";M;;016;;1133
-40,8339997660476;-21,0109987898425;"""""";VIGILANCIA EM SAUDE;S/N;2650517;;Itapemirim;Municipal;;CENTRO;320280;29330000;;;RUA BERNARDINO MONTEIRO;30/08/2019;(28)3529-6472;;saude@itapemirim.es.gov.br;M;;022;;1134
-40,8241649560807;-19,9543047174806;"""""";USF DE JATIBOCAS;S/N;2445425;;Itarana;Municipal;;ZONA RURAL;320290;29620000;;;RUA PROJETADA;13/03/2019;(27)37201045;;"""""";M;;016;;1135
-40,879848379376;-19,8753713349684;"""""";UNIDADE DE SAUDE SEDE;300;2483718;;Itarana;Municipal;;CENTRO;320290;29620000;;;RUA PASCHOAL MARQUEZ;03/09/2019;(27)37201045;;"""""";M;;016;;1136
-40,8759423272099;-19,8748163435561;"""""";SECRETARIA MUNICIPAL DE SAUDE DE ITARANA;S/N;2546817;;Itarana;Municipal;;CENTRO;320290;29620000;;;PRACA ANNA MATTOS;13/03/2019;(27)37201482;;semusas@bol.com.br;M;;002;;1137
-40,4980090404732;-20,6618382160844;"""""";CENTRO DE SAUDE DR ARNALDO MAGALHAES NETO;07;2466325;;Guarapari;Municipal;;MUQUICABA;320240;29215430;;;PRACA ANTONIO JORGE ASSEF;04/12/2019;(27) 3262 8431;;"""""";M;;016;;1138
-40,5242727535494;-20,5235016073389;"""""";UNIDADE DE SAUDE DA FAMILIA RALPH DALFIOR GONCALVES;S/N;2466392;;Guarapari;Municipal;;RIO CLARO;320240;29227300;;;RUA PROJETADA;03/12/2019;"""""";;"""""";M;;001;;1139
-40,5137158447111;-20,68301137545;"""""";UNIDADE DE SAUDE DA FAMILIA MARIO SERGIO C PEREIRA;S/N;2466430;;Guarapari;Municipal;;KUBITSCHECK;320240;29203007;;;RUA CIRCULAR;21/11/2018;(27)3262 2474;;"""""";M;;001;;1140
-40,6174800428433;-20,6583112245855;"""""";UNIDADE DE SAUDE DA FAMILIA LUIZ BUBACK;S/N;2630044;;Guarapari;Municipal;;RIO GRANDE;320240;29212340;;;BR 101 KM 344;07/08/2019;(27)3362 2223;;"""""";M;;001;;1141
-40,4980941900013;-20,6618103755364;"""""";CENTRO ODONTOLOGICO MUNICIPAL;07;2494469;;Guarapari;Municipal;;MUQUICABA;320240;29215430;;;PRACA ANTONIO JORGE ASSEF;16/07/2019;(27)33614526;;"""""";M;;016;;1142
-40,4785569499911;-20,5215575952465;"""""";UNIDADE BASICA DE SAUDE DE AMARELOS;S/N;2630052;;Guarapari;Municipal;;AMARELOS;320240;29226540;;;ZONA RURAL DE AMARELOS;05/08/2019;"""""";;"""""";M;;001;;1143
-40,3228929652546;-20,3180946865669;"""""";UNIDADE BASICA DE SAUDE FORTE SAO JOAO BOLIVAR DE ABREU;1185;11827;;Vitória;Municipal;;FORTE SAO JOAO;320530;29017010;;;AV MARECHAL MASCARENHAS DE MORAES;29/11/2019;(27)31325080/5081;;usfsjoao@correio1.vitoria.es.gov.br;M;;001;;1144
-40,3173648154941;-20,3139985965997;"""""";CENTRO DE ATENCAO PSICOSSOCIAL CAPS II;404;12351;;Vitória;Municipal;;ILHA DE SANTA MARIA;320530;29051220;;;RUA JOSE DE CARVALHO;27/04/2019;(27)31325110/5111;;crcaps@correio1.vitoria.es.gov.br;M;;017;;1145
-41,2079966469616;-20,870851778017;"""""";UNIDADE BASICA DE SAUDE FRANCISCO LEAL TOSTA;01;2485613;;Cachoeiro de Itapemirim;Municipal;;CORREGO DOS MONOS;320120;29328980;;;RUA PROJETADA;05/11/2019;"""""";;semus@cachoeiro.es.gov.br;M;;001;;1146
-41,0874357763264;-20,665466028548;"""""";UNIDADE BASICA DE SAUDE DA FAMILIA DE SAO VICENTE;02;2485648;;Cachoeiro de Itapemirim;Municipal;;LOC SAO VICENTE;320120;29308050;;;RUA PRINCIPAL;17/09/2019;"""""";;semus@cachoeiro.es.gov.br;M;;001;;1147
-40,8440542017043;-19,2219650931753;"""""";CENTRAL MUNICIPAL DE FISIOTERAPIA;S/N;9208879;;Pancas;Municipal;;OPERARIO;320400;29750000;;;RUA ESPIRITO SANTO;15/07/2019;2737261615;;saude.pmpancas@gmail.com;M;;015;;1148
-40,2655147689487;-19,824146613103;"""""";ESCRITORIO LOCAL UNIDADE DE APOIO INDIGENA;07;9184821;;Aracruz;Municipal;;MOROBA;320060;29192733;;;AVENIDA MOROBA;29/08/2019;27;;"""""";M;;002;;1149
-40,3231771098005;-19,2731106540403;"""""";SECRETARIA DE SAUDE;461;7664850;;Rio Bananal;Municipal;;SAO SEBASTIAO;320435;29920000;;;RUA JOAO CIPRIANO;21/08/2019;27 3265 2045;;smsrbananal@saude.es.gov.br;M;;002;;1150
-41,5359997620468;-20,3459947643842;"""""";FISIOTERAPIA IUNA;S/N;9200312;;Iúna;Municipal;;CENTRO;320300;29390000;;;RUA PREFEITO ANTONIO LACERDA;27/08/2019;"""""";;"""""";M;;016;;1151
-41,0320685435042;-21,0880435022103;"""""";SECRETARIA MUNICIPAL DE SAUDE DE PRESIDENTE KENNEDY;S/N;7593236;;Presidente Kennedy;Municipal;;CENTRO;320430;29350000;;;SEBASTIAO VIEIRA DE MENEZES;05/12/2019;2835351697;;saude.pk@hotmail.com;M;;002;;1152
-40,2656377719563;-19,8252118895458;"""""";CENTRAL DE REGULACAO MUNICIPAL;S/N;9136673;;Aracruz;Municipal;;MOROBA;320060;29192733;;;AV MOROBA;06/12/2019;27 3270-7425;;"""""";M;;003;;1153
-40,593532380228;-19,2231508107702;"""""";UNIDADE DE VIGILANCIA EM SAUDE;S/N;9186999;;Governador Lindenberg;Municipal;;NOVO BRASIL;320225;29724000;;;ERNESTO ZON;02/10/2019;27 37443252;;saudepmgl@gmail.com;M;;021;;1154
-40,6805912936487;-20,4127820842038;"""""";CENTRO DE FISIOTERAPIA DE MARECHAL FLORIANO;S/N;7991916;;Marechal Floriano;Municipal;;JARBINHAS;320334;29255000;;;RUA THIERES VELOSO;28/05/2019;27 32881959;;saude@marechalfloriano.es.gov.br;M;;016;;1155
-40,6679506557009;-19,4931927291256;"""""";CENTRO DE DETENCAO PROVISORIA DE COLATINA CDPCOL;S/N;9002081;;Colatina;Estadual;;SANTA FE;320150;29700970;;;CORREGO SANTA FE;14/11/2019;"""""";;segurancadopaciente@sejus.es.gov.br;E;;001;;1156
-40,5076855595752;-18,9117315539966;"""""";ESF SAO ROQUE DA TERRA ROXA;000000;7733550;;São Gabriel da Palha;Municipal;;ZONA RURAL;320470;29780000;;;SAO ROQUE DA TERRA ROXA;22/10/2019;27 37271924;;sms.sgpalha@saude.es.gov.br;M;;016;;1157
-40,5409993979888;-18,1239941657737;"""""";ACADEMIA DE SAUDE DE PONTO BELO;S/N;7591292;;Ponto Belo;Municipal;;VILA NOVA;320425;29885000;;;RUA EURICO SALES;03/10/2019;2737571061;;smspbelo@hotmail.com;M;;013;;1158
-41,1149921575972;-20,8519599564844;"""""";CLINICA ODONTOLOGICA INFANTIL;43;7686587;;Cachoeiro de Itapemirim;Municipal;;SUMARE;320120;29304517;;;AV FRANCISCO LACERDA DE AGUIAR;06/11/2019;(28)3155-5267;;sms.cachoeiro@gmail.com;M;;016;;1159
-41,1849999207017;-20,6040020089372;"""""";ESTRATEGIA DE SAUDE DA FAMILIA DR JORGE LUIS DE CASTRO;123;7815441;;Castelo;Municipal;;ESPLANADA;320140;29360000;;;RUA WILLIAN NEMER;31/10/2019;283542-6372;;SAUDECASTELO@GMAIL.COM;M;;001;;1160
-40,3574928343796;-20,33275439901;"""""";FARMACIA CIDADA METROPOLITANA;S/N;9966307;;Cariacica;Estadual;;JARDIM AMERICA;320130;29140130;;;BR 262;14/11/2019;027 36362658;;"""""";E;;009;;1161
-40,8339997660476;-21,0109987898425;"""""";ESF JOACIMA;S/N;9915370;;Itapemirim;Municipal;;JOACIMA;320280;29330000;;;RUA PEDRO RAPOSO;11/11/2019;"""""";;"""""";M;;016;;1162
-39,8584951208439;-18,7169619668966;"""""";FARMACIA BASICA MUNICIPAL;S/N;9422579;;São Mateus;Municipal;;CENTRO;320490;29930425;;;MANOEL ANDRADE;31/10/2019;"""""";;"""""";M;;009;;1163
-40,7815553384643;-20,9060122508396;"""""";CENTRO DE ESPECIALIDADES MEDICAS DE ITAIPAVA;S/N;9301666;;Itapemirim;Municipal;;ITAIPAVA;320280;29330000;;;AV ITAPEMIRIM;19/07/2019;"""""";;"""""";M;;016;;1164
-39,8685694970857;-18,7126951972945;"""""";USF LUCINDA B DE SOUZA PONTE;S/N;2532115;;São Mateus;Municipal;;CACIQUE;320490;29932210;;;AV CRICARE;31/10/2019;(27)3773-5132;;"""""";M;;001;;1165
-40,3225973198209;-20,3182414750235;"""""";CENTRAL DE REGULACAO DE CONSULTAS E EXAMES DE ESPECIALIDADES;1285;7151152;;Vitória;Municipal;;FORTE SAO JOAO;320530;29060160;;;AVENIDA MARECHAL MASCARENHAS DE MORAES;02/09/2019;27 - 31325018;;cregulacao@vitoria.es.gov.br;M;;003;;1166
-40,6847896093316;-20,4113323371318;"""""";SAMU 192 ESPIRITO SANTO B 62;S/N;7139047;;Marechal Floriano;Estadual;;VALE DAS PALMAS;320334;29255000;;;RUA ARMANDO WASH;26/08/2019;"""""";;"""""";E;;003;;1167
-39,8611128946162;-18,7162269831061;"""""";UNIDADE DE VIGILANCIA SANITARIA;2220;9336419;;São Mateus;Municipal;;CENTRO;320490;29930240;;;AVENIDA JOAO XXIII;29/10/2019;27 37634992;;"""""";M;;013;;1168
-40,3324787952571;-20,2847387734417;"""""";SERVICO DE ATENCAO A PESSOA EM SITUACAO DE VIOLENCIA VITORIA;S/N;7207301;;Vitória;Municipal;;SAO PEDRO;320530;29031847;;;RODOVIA SERAFIM DERENZI;03/05/2019;27-32234520/33323290;;savviolencia@correio1.es.gov.br;M;;016;;1169
-40,3905438176258;-20,3294771119496;"""""";NUCLEO ESPECIAL DE REGULACAO DE CONSULTAS E EXAMES;S/N;7258593;;Cariacica;Estadual;;JARDIM AMERICA;320130;29140261;;;BR 262 LADO IMPAR;03/07/2019;27 -36362655;;cregulador-es@saude.gov.br;E;;003;;1170
-40,3080004309094;-20,1290029501392;"""""";HOSPITAL ESTADUAL DR JAYME SANTOS NEVES;1089;7257406;;Serra;Estadual;;MORADA DE LARANJEIRA;320500;29166828;;;AVENIDA PAULO PEREIRA GOMES;28/11/2019;3331-7500;;contabilidade@evangelicovv.com.br;E;;006;;1171
-41,6660354109797;-20,5404158047454;"""""";PRONTO ATENDIMENTO;S/N;9473769;;Ibitirama;Municipal;;CIDADE ALTA;320255;29540000;;;RUA LAZARINO RICCI;25/09/2019;28 3569 1423;;ibitirama.saude@gmnail.com;M;;002;;1172
-41,0129497345243;-19,5160245513371;"""""";SECRETARIA MUNICIPAL DE SAUDE DE BAIXO GUANDU;281;9494502;;Baixo Guandu;Municipal;;CENTRO;320080;29730000;;;RUA ALVARO RODRIGUES DA MATTA;25/10/2019;27 998557600;;semsa.saude2017@gmail.com;M;;002;;1173
-40,9337710832495;-21,095551064997;"""""";UBS SAO JOAO DO JABOTI;S/N;9363890;;Marataízes;Municipal;;SAO JOAO DO JABOTI;320332;29345000;;;RUA PROJETADA;11/11/2019;"""""";;"""""";M;;001;;1174
-41,0722802535128;-20,6929150064934;"""""";UNIDADE DE APOIO DE VILA ESPERANCA;S/N;9879544;;Vargem Alta;Municipal;;VILA ESPERANCA;320503;29295000;;;VILA ESPERANCA;12/08/2019;"""""";;"""""";M;;001;;1175
-40,4187234809929;-20,3788033207318;"""""";UNIDADE BASICA DE SAUDE DE ELDORADO;S/N;9636099;;Viana;Municipal;;NOVA BETHANIA;320510;29137245;;;RUA VOLUNTARIOS DA PATRIA;12/04/2019;2733541084;;"""""";M;;016;;1176
-41,5336636391453;-20,7632780052877;"""""";CTA CENTRO DE TESTAGEM E ACONSELHAMENTO EM DST AIDS;S/N;7255071;;Alegre;Municipal;;CENTRO;320020;29500000;;;RUA MONSENHOR PAVESI;29/05/2019;28 3552-3006;;"""""";M;;001;;1177
-40,6310003775325;-19,5389991497299;"""""";CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGAS CAPSAD II;75;7236158;;Colatina;Municipal;;CARLOS GERMANO NAUMA;320150;29700270;;;RUA VICENTE GUERRA;18/06/2019;(27) 37215994;;dependenciaquimica@colatina.es.gov.br;M;;017;;1178
-40,2562240767366;-19,8276546454295;"""""";UNIDADE BASICA DE SAUDE DE MOROBA;S/N;7306156;;Aracruz;Municipal;;MOROBA;320060;29192733;;;AVENIDA MOROBA;03/10/2019;(27) 3270-7965;;"""""";M;;001;;1179
-40,3378485303707;-18,5588768463354;"""""";UNIDADE DE SAUDE ANGELICA BIS GOMES;S/N;7261837;;Nova Venécia;Municipal;;PATRIMONIO DO BIS;320390;29830000;;;RUA PRINCIPAL;22/03/2019;"""""";;"""""";M;;001;;1180
-40,7413360540613;-20,4434669812816;"""""";POSTO DE SAUDE RIO FUNDO;S/N;7175418;;Marechal Floriano;Municipal;;RIO FUNDO;320334;29255000;;;RUA PROJETADA;28/05/2019;27-32881430;;saudemf@hotmail.com;M;;016;;1181
-41,6789533120707;-20,7708777606542;"""""";ACADEMIA DA SAUDE LUCILIA APARECIDA MACHADO;01;7704437;;Guaçui;Municipal;;QUINCAS MACHADO;320230;29560000;;;AVENIDA AGENOR LUIZ THOME;05/07/2019;"""""";;"""""";M;;013;;1182
-40,8380485321725;-18,3672028456484;"""""";PSF BENEDITA MONTEIRO;S/N;8014620;;Ecoporanga;Municipal;;BENDITA MONTEIRO;320210;29850000;;;RUA PRINCIPAL;24/10/2019;(27)37551399;;pmesms@uol.com.br;M;;001;;1183
-40,6602453585701;-20,3604660359075;"""""";CLINICA ODONTOLOGICA SEDE;178;9899820;;Domingos Martins;Municipal;;CENTRO;320190;29260000;;;RUA BERNARDINO MONTEIRO;01/10/2019;27 32683266;;"""""";M;;016;;1184
-41,5359997620468;-20,3459947643842;"""""";PSF GUANABARA;S/N;5494745;;Iúna;Municipal;;GUANABARA;320300;29390000;;;RUA EUCLIDES GOMES DE MATOS;23/08/2019;"""""";;"""""";M;;001;;1185
-40,4965921778675;-20,3940072493227;"""""";UPA CABO JORGE LACERDA BALESTREIRO;S/N;9912843;;Viana;Municipal;;CENTRO;320510;29130211;;;RUA LUIZ ALVARENGA;22/10/2019;"""""";;"""""";M;;008;;1186
-40,6310003775325;-19,5389991497299;"""""";USF JARDIM PLANALTO ALCENIR JACOB MALTA PALITO;S/N;7735456;;Colatina;Municipal;;JARDIM PLANALTO;320150;29701770;;;RUA BEM ME QUER;25/06/2019;27 3722-4393;;"""""";M;;001;;1187
-40,5968214891581;-19,9383733463946;"""""";ESF CENTRO LOMBARDIA SANTA TERESA ES;446;9821864;;Santa Teresa;Municipal;;CENTRO;320460;29650000;;;RUA DARLY NERTY VERVLOET;08/08/2019;2732593900;;FATURAMENTOSAUDE@SANTATERESA.ES.GOV.BR;M;;001;;1188
-41,5718362956551;-20,8704264432924;"""""";ESF DO DISTRITO DE VILA DO CAFE;S/N;2650479;;Alegre;Municipal;;VILA DO CAFE;320020;29500000;;;RUA HOMERO MARTINS;24/05/2019;"""""";;sms.alegre@saude.es.gov.br;M;;001;;1189
-39,8741719216309;-18,7774108821869;"""""";CENTRO DE DETENCAO PROVISORIA DE SAO MATEUS CDPSM;S/N;9902872;;São Mateus;Estadual;;FAZENDA RANCHO DAS T;320490;29936060;;;BR 101 NORTE KM 72 5;18/11/2019;37679609;;enfermagem.cdpsm@sejus.es.gov.br;E;;001;;1190
-41,1849999207017;-20,6040020089372;"""""";CENTRAL DE REGULACAO DE CONSULTAS E EXAMES ESPECIALIZADOS;574;9929649;;Castelo;Municipal;;CENTRO;320140;29360000;;;AVENIDA NOSSA SENHORA DA PENHA;07/10/2019;(28) 3542-6252;;regulacaocastelo@gmail.com;M;;002;;1191
-40,5057397003737;-20,3770621683637;"""""";PENITENCIARIA DE SEGURANCA MEDIA I PSME I;19;9887857;;Viana;Estadual;;VIANA;320510;29130055;;;RODOVIA BR 262;16/10/2019;27 32552117;;saude.psme1@sejus.es.gov.br;E;;001;;1192
-40,0711380329381;-19,4047822105624;"""""";FARMACIA CIDADA ESTADUAL DE ARACRUZ;3449;9907637;;Aracruz;Estadual;;GUAXINDIBA;320060;29194728;;;AVENIDA VENANCIO FLORES;24/09/2019;"""""";;acristian@aracruz.es.gov.br;E;;009;;1193
-40,3529113850873;-20,3152089178813;"""""";UNIDADE BASICA DE SAUDE ALAGOANO ARIOVALDO FAVALESSA;S/N;12068;;Vitória;Municipal;;CARATOIRA;320530;29025740;;;SERVIDAO ERNESTO CALIARI;29/11/2019;(27)31325112/5196;;usalagoano@correio1.vitoria.es.gov.br;M;;001;;1194
-40,6310003775325;-19,5389991497299;"""""";USF VILA REAL MARIA DA PENHA ELIAS MIGUEL;S/N;7869061;;Colatina;Municipal;;VILA REAL;320150;29706717;;;R ADELINA SPELTA;25/06/2019;27 3721-7929;;"""""";M;;001;;1195
-41,4125586567734;-20,3710600195099;"""""";PENITENCIARIA AGRICOLA DO ESPIRITO SANTO PAES;S/N;9887865;;Viana;Estadual;;VIANA;320510;29130055;;;RODOVIA BR 262 KM 19;04/11/2019;27032551595;;saude.paes@sejus.es.gov.br;E;;001;;1196
-40,5031155010534;-20,368836816145;"""""";CENTRO DE TRIAGEM DE VIANA CTV;S/N;9895515;;Viana;Estadual;;VIANA;320510;29130055;;;RODOVIA BR 262 KM 19;09/10/2019;"""""";;saude.ctv@sejus.es.gov.br;E;;001;;1197
-40,2684108100884;-19,829239950704;"""""";CENTRO DE DETENCAO PROVISORIA DE ARACRUZ CDPA;S/N;9902856;;Aracruz;Estadual;;FATIMA;320060;29192205;;;ESTRADA ARACRUZ COQUEIRAL;05/09/2019;32561800;;enfermagem.cdpa@sejus.es.gov.br;E;;001;;1198
-40,8258494736582;-18,3923189263999;"""""";CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;S/N;9839984;;Ecoporanga;Municipal;;VILA NOVA;320210;29850000;;;RUA FLORIANO RUBIM;05/09/2019;"""""";;"""""";M;;017;;1199
-39,8608657477341;-18,716679975981;"""""";SECRETARIA MUNICIPAL DE SAUDE DE SAO MATEUS;S/N;9286594;;São Mateus;Municipal;;BOA VISTA;320490;29930900;;;JOAO XXIII;29/10/2019;"""""";;"""""";M;;002;;1200
-40,3966867944994;-18,7074343016323;"""""";SAE CTA NOVA VENECIA;26;9301941;;Nova Venécia;Municipal;;MARGARETH;320390;29830000;;;RUA IBIRACU;07/06/2019;27 3772-6884;;"""""";M;;016;;1201
-40,2179321507935;-20,2122277946038;"""""";ESF DE OCEANIA;S/N;2522896;;Serra;Municipal;;CIDADE CONTINENTAL;320500;29163451;;;AVENIDA MERIDIONAL;04/12/2019;(27) 3338-9971;;ubs.oceania.sesa@serra.es.gov.br;M;;016;;1202
-41,5373859404018;-20,7573269605549;"""""";VIGILANCIA AMBIENTAL;S/N;9813853;;Alegre;Municipal;;PARQUE EXPOSICOES;320020;29500000;;;RODOVIA ALEGRE X CACHOEIRO;08/11/2019;"""""";;"""""";M;;021;;1203
-40,0751635335043;-18,9035070929189;"""""";ESF PALMITAL;S/N;2483971;;Jaguaré;Municipal;;CENTRO;320305;29950000;;;RUA ANTENOR GABRIEL;29/08/2019;(27) 997952430;;"""""";M;;001;;1204
-41,0469997563213;-21,0989994802817;"""""";CENTRO MUNICIPAL DE ESPECIALIDADES DE PRESIDENTE KENNEDY;100;9920706;;Presidente Kennedy;Municipal;;CENTRO;320430;29350000;;;SEBASTIAO VIEIRA DE MENEZES;05/12/2019;2835351308;;"""""";M;;016;;1205
-40,533349472511;-19,0204672472158;"""""";HOSPITAL SAO GABRIEL;90;9922970;;São Gabriel da Palha;Municipal;;GLORIA;320470;29780000;;;RUA 14 DE MAIO;03/12/2019;27 37271387;;"""""";M;;006;;1206
-40,538247637704;-19,0151139098832;"""""";AMBULATORIO DE SAUDE MENTAL;221;9833277;;São Gabriel da Palha;Municipal;;JARDIM DE INFANCIA;320470;29780000;;;RUA DR FERNANDO SERRA;27/11/2019;"""""";;"""""";M;;016;;1207
-40,3205326101102;-20,1242475840109;"""""";UNIDADE BASICA DE SAUDE SAO MARCOS;S/N;2522888;;Serra;Municipal;;SAO MARCOS II;320500;29177115;;;RUA MACEIO;18/09/2019;(27) 3251 - 2179;;ubs.saomarcos.sesa@serra.es.gov.br;M;;016;;1208
-40,8909997735956;-18,7549994747892;"""""";CLINICA PARA PESSOAS COM AUTISMO;S/N;9826823;;Barra de São Francisco;Municipal;;PATRIMONIO DAS MOCAS;320090;29800000;;;RUA HENRIQUE FANTI;05/11/2019;"""""";;"""""";M;;016;;1209
-41,6399489009145;-20,3483726385949;"""""";CLINICA MUNICIPAL DE ESPECIALIDADES;500;9476822;;Irupi;Municipal;;CENTRO;320265;29398000;;;RUA JOAO COSTA;03/06/2019;2835481338;;"""""";M;;016;;1210
-40,3206234090144;-20,3690754730458;"""""";CAPS II CENTRO DE ATENCAO PSICOSSOCIAL DE VILA VELHA;94;9736301;;Vila Velha;Municipal;;NOVO MEXICO;320520;29104030;;;RUA ROSA VERMELHA;07/11/2019;27 3388-4268;;"""""";M;;017;;1211
-40,3170133366162;-20,3134320671884;"""""";UNIDADE BASICA DE SAUDE ILHA DE SANTA MARIA;282;12157;;Vitória;Municipal;;ILHA DE SANTA MARIA;320530;29051210;;;RUA HERMES CURRY CARNEIRO;28/06/2019;(27)31325089/5090;;usismaria@correio1.vitoria.es.gov.br;M;;001;;1212
-40,6416030963998;-20,7986660536528;"""""";UNIDADE ESF ESB CENTRO III;S/N;4044479;;Anchieta;Municipal;;NOVA ESPERANCA;320040;29230000;;;ESTRADA JABAQUARA;16/09/2019;(28)3532370;;css.anchieta@gmail.com;M;;016;;1213
-40,3373231421618;-20,3375084320106;"""""";UNIDADE DE SAUDE DE VILA GARRIDO;S/N;2546825;;Vila Velha;Municipal;;VILA GARRIDO;320520;29116300;;;RUA SEBASTIAO GABA;02/09/2019;2733883547;;usvilagarrido@vilavelha.es.gov.br;M;;001;;1214
-41,3356401482668;-20,3639251680348;"""""";UNIDADE BASICA DE SAUDE MONFORTE FRIO;S/N;3123456;;Conceição do Castelo;Municipal;;ZONA RURAL;320170;29370000;;;MONFORTE FRIO;20/08/2019;"""""";;saude@conceicaodocastelo.es.gov.br;M;;016;;1215
-40,4199996030745;-20,2639948661859;"""""";US ORIENTE;29;3182096;;Cariacica;Municipal;;ORIENTE;320130;29150540;;;RUA SENADOR EURICO DE RESENDE;03/09/2019;27 33466567/33466574;;"""""";M;;001;;1216
-40,8909997735956;-18,7549994747892;"""""";SECRETARIA MUNICIPAL DE SAUDE;40;2445778;;Barra de São Francisco;Municipal;;CENTRO;320090;29800000;;;RUA DEOLINDO DAZILIO;25/10/2019;(27)37567955;;semusbsf@hotmail.com;M;;016;;1217
-40,8909997735956;-18,7549994747892;"""""";CASA DA MULHER;S/N;2445794;;Barra de São Francisco;Municipal;;CENTRO;320090;29800000;;;RUA CORONEL DJALMA BORGES;04/12/2019;(27)37567955;;"""""";M;;016;;1218
-40,5407848055691;-19,0186074237949;"""""";ESF SAO SEBASTIAO;363;7782160;;São Gabriel da Palha;Municipal;;SAO SEBASTIAO;320470;29780000;;;RUA NAPOLEAO LOVO;22/10/2019;27 37272351;;sms.sgpalha@saude.es.gov.br;M;;016;;1219
-40,5963620312288;-19,937998046481;"""""";SAMU 192 ESPIRITO SANTO A 90;547;7780923;;Santa Teresa;Estadual;;DOIS PINHEIROS;320460;29650000;;;RUA HILARIO PAZOLINI;09/09/2019;(27) 3259-2199;;"""""";E;;003;;1220
-40,8909997735956;-18,7549994747892;"""""";CLINICA DE FISIOTERAPIA;S/N;3443884;;Barra de São Francisco;Municipal;;CENTRO;320090;29800000;;;ALAMEDA SANTA TEREZINHA;04/11/2019;(27)37567608;;"""""";M;;016;;1221
-40,5333012259042;-19,0201785243254;"""""";ESF CENTRO;80;7782152;;São Gabriel da Palha;Municipal;;CENTRO;320470;29780000;;;RUA 14 DE MAIO;22/10/2019;27 37271924;;sms.sgpalha@saude.es.gov.br;M;;016;;1222
-39,9429311852867;-18,3039277338275;"""""";UNIDADE SAUDE DA FAMILIA MARCOS VINICIUS SOUZA SANTOS;S/N;2484536;;Pedro Canário;Municipal;;SAO JOAO BATISTA;320405;29970000;;;ROD ES 209;21/10/2019;(27)37641610;;apspc@hotmail.com;M;;016;;1223
-41,4932352493979;-21,0759500696718;"""""";U S DE PONTE DO ITABAPOANA;S/N;2448009;;Mimoso do Sul;Municipal;;PONTE DO ITABAPOANA;320340;29400000;;;RUA PRINCIPAL;07/11/2019;(28)35551333;;semus@dci.org.br;M;;016;;1224
-41,104032169135;-20,2161861647055;"""""";UNIDADE S RURAL DE FAZENDA GUANDU AFONSO CLAUDIO;S/N;2403749;;Afonso Cláudio;Municipal;;FAZENDA GUANDU;320010;29600000;;;FAZENDA GUANDU;13/11/2019;(27)37354000;;"""""";M;;016;;1225
-41,2355280185985;-20,0097314502152;"""""";UNIDADE DE SAUDE RURAL DE IBICABA;S/N;2403765;;Afonso Cláudio;Municipal;;PATRIMONIO GONCALVES;320010;29600000;;;PATRIMONIO GONCALVES;13/11/2019;"""""";;"""""";M;;016;;1226
-41,0646002389382;-20,1411467363237;"""""";UNIDADE S RURAL DE SANTO ANTONIO AFONSO CLAUDIO;S/N;2403803;;Afonso Cláudio;Municipal;;COR SANTO ANTONIO;320010;29600000;;;COR SANTO ANTONIO;13/11/2019;(27)37354000;;"""""";M;;016;;1227
-41,043874712434;-20,2037280487551;"""""";UNIDADE S RURAL DE VILA PONTOES AFONSO CLAUDIO;S/N;2403811;;Afonso Cláudio;Municipal;;PONTOES;320010;29600000;;;VILA PONTOES;13/11/2019;(27)37354000;;pmacsaude@bsline.com.br;M;;016;;1228
